Date,Value
2023-03-31,3951.39
2023-02-28,3970.15
2023-01-31,4076.6
2022-12-31,3912.38
2022-11-30,4080.11
2022-10-31,3871.98
2022-09-30,3585.62
2022-08-31,3955.0
2022-07-31,3911.73
2022-06-30,3785.38
2022-05-31,4132.15
2022-04-30,4391.3
2022-03-31,4530.41
2022-02-28,4373.94
2022-01-31,4515.55
2021-12-31,4766.18
2021-11-30,4567.0
2021-10-31,4460.71
2021-09-30,4307.54
2021-08-31,4522.68
2021-07-31,4363.71
2021-06-30,4297.5
2021-05-31,4167.85
2021-04-30,4181.17
2021-03-31,3972.89
2021-02-28,3883.43
2021-01-31,3793.75
2020-12-31,3756.07
2020-11-30,3621.63
2020-10-31,3418.7
2020-09-30,3363.0
2020-08-31,3500.31
2020-07-31,3271.12
2020-06-30,3100.29
2020-05-31,2919.61
2020-04-30,2912.43
2020-03-31,2584.59
2020-02-29,2954.81
2020-01-31,3225.04
2019-12-31,3230.58
2019-11-30,3104.9
2019-10-31,2977.68
2019-09-30,2982.16
2019-08-31,2897.5
2019-07-31,2996.11
2019-06-30,2890.17
2019-05-31,2752.08
2019-04-30,2903.8
2019-03-31,2803.98
2019-02-28,2754.86
2019-01-31,2607.39
2018-12-31,2567.31
2018-11-30,2723.23
2018-10-31,2785.46
2018-09-30,2901.5
2018-08-31,2857.82
2018-07-31,2793.64
2018-06-30,2754.35
2018-05-31,2701.49
2018-04-30,2653.63
2018-03-31,2702.77
2018-02-28,2705.16
2018-01-31,2789.8
2017-12-31,2664.34
2017-11-30,2593.61
2017-10-31,2557.0
2017-09-30,2492.84
2017-08-31,2456.22
2017-07-31,2454.1
2017-06-30,2433.99
2017-05-31,2395.35
2017-04-30,2359.31
2017-03-31,2366.82
2017-02-28,2329.91
2017-01-31,2275.12
2016-12-31,2246.63
2016-11-30,2164.99
2016-10-31,2143.02
2016-09-30,2157.69
2016-08-31,2170.95
2016-07-31,2148.9
2016-06-30,2083.89
2016-05-31,2065.55
2016-04-30,2075.54
2016-03-31,2021.95
2016-02-29,1904.42
2016-01-31,1918.6
2015-12-31,2054.08
2015-11-30,2080.62
2015-10-31,2024.81
2015-09-30,1944.41
2015-08-31,2039.87
2015-07-31,2094.14
2015-06-30,2099.29
2015-05-31,2111.94
2015-04-30,2094.86
2015-03-31,2079.99
2015-02-28,2082.2
2015-01-31,2028.18
2014-12-31,2054.27
2014-11-30,2044.57
2014-10-31,1937.27
2014-09-30,1993.23
2014-08-31,1961.53
2014-07-31,1973.1
2014-06-30,1947.09
2014-05-31,1889.77
2014-04-30,1864.26
2014-03-31,1863.52
2014-02-28,1817.04
2014-01-31,1822.36
2013-12-31,1807.78
2013-11-30,1783.54
2013-10-31,1720.03
2013-09-30,1687.17
2013-08-31,1670.09
2013-07-31,1668.68
2013-06-30,1618.77
2013-05-31,1639.84
2013-04-30,1570.7
2013-03-31,1550.83
2013-02-28,1512.31
2013-01-31,1480.4
2012-12-31,1422.29
2012-11-30,1394.51
2012-10-31,1437.82
2012-09-30,1443.42
2012-08-31,1403.45
2012-07-31,1359.78
2012-06-30,1323.48
2012-05-31,1341.27
2012-04-30,1386.43
2012-03-31,1389.24
2012-02-29,1352.49
2012-01-31,1300.58
2011-12-31,1243.32
2011-11-30,1226.42
2011-10-31,1207.22
2011-09-30,1173.88
2011-08-31,1185.31
2011-07-31,1325.19
2011-06-30,1287.29
2011-05-31,1338.31
2011-04-30,1331.51
2011-03-31,1304.49
2011-02-28,1321.12
2011-01-31,1282.62
2010-12-31,1241.53
2010-11-30,1198.89
2010-10-31,1171.58
2010-09-30,1122.08
2010-08-31,1087.28
2010-07-31,1079.8
2010-06-30,1083.36
2010-05-31,1125.06
2010-04-30,1197.32
2010-03-31,1152.05
2010-02-28,1089.16
2010-01-31,1123.58
2009-12-31,1110.38
2009-11-30,1088.07
2009-10-31,1067.66
2009-09-30,1044.55
2009-08-31,1009.73
2009-07-31,935.82
2009-06-30,926.12
2009-05-31,902.41
2009-04-30,848.15
2009-03-31,757.13
2009-02-28,805.23
2009-01-31,865.58
2008-12-31,877.56
2008-11-30,883.04
2008-10-31,968.8
2008-09-30,1216.95
2008-08-31,1281.47
2008-07-31,1257.33
2008-06-30,1341.25
2008-05-31,1403.22
2008-04-30,1370.47
2008-03-31,1316.94
2008-02-29,1354.87
2008-01-31,1378.76
2007-12-31,1479.22
2007-11-30,1463.39
2007-10-31,1539.66
2007-09-30,1497.12
2007-08-31,1454.62
2007-07-31,1520.71
2007-06-30,1514.19
2007-05-31,1511.14
2007-04-30,1463.64
2007-03-31,1406.95
2007-02-28,1444.8
2007-01-31,1424.16
2006-12-31,1416.42
2006-11-30,1388.64
2006-10-31,1363.38
2006-09-30,1317.74
2006-08-31,1287.15
2006-07-31,1260.24
2006-06-30,1253.17
2006-05-31,1290.01
2006-04-30,1302.17
2006-03-31,1293.74
2006-02-28,1276.65
2006-01-31,1278.73
2005-12-31,1262.07
2005-11-30,1237.37
2005-10-31,1191.96
2005-09-30,1225.92
2005-08-31,1224.27
2005-07-31,1222.24
2005-06-30,1202.25
2005-05-31,1178.28
2005-04-30,1164.43
2005-03-31,1194.9
2005-02-28,1199.63
2005-01-31,1181.41
2004-12-31,1199.21
2004-11-30,1168.94
2004-10-31,1117.21
2004-09-30,1117.66
2004-08-31,1088.94
2004-07-31,1105.85
2004-06-30,1132.76
2004-05-31,1102.78
2004-04-30,1133.36
2004-03-31,1123.98
2004-02-29,1143.36
2004-01-31,1132.52
2003-12-31,1080.64
2003-11-30,1049.9
2003-10-31,1038.73
2003-09-30,1019.44
2003-08-31,989.53
2003-07-31,992.54
2003-06-30,988.0
2003-05-31,935.96
2003-04-30,890.03
2003-03-31,846.63
2003-02-28,837.03
2003-01-31,895.84
2002-12-31,899.18
2002-11-30,909.93
2002-10-31,854.63
2002-09-30,867.81
2002-08-31,912.55
2002-07-31,903.59
2002-06-30,1014.02
2002-05-31,1079.25
2002-04-30,1111.93
2002-03-31,1153.79
2002-02-28,1100.67
2002-01-31,1140.21
2001-12-31,1144.93
2001-11-30,1129.68
2001-10-31,1076.59
2001-09-30,1044.64
2001-08-31,1178.5
2001-07-31,1204.45
2001-06-30,1238.71
2001-05-31,1270.37
2001-04-30,1189.84
2001-03-31,1185.85
2001-02-28,1305.75
2001-01-31,1335.63
2000-12-31,1330.93
2000-11-30,1378.04
2000-10-31,1390.14
2000-09-30,1468.05
2000-08-31,1485.46
2000-07-31,1473.0
2000-06-30,1461.96
2000-05-31,1418.48
2000-04-30,1461.36
2000-03-31,1442.21
2000-02-29,1388.87
2000-01-31,1425.59
1999-12-31,1428.68
1999-11-30,1391.0
1999-10-31,1300.01
1999-09-30,1318.17
1999-08-31,1327.49
1999-07-31,1380.99
1999-06-30,1322.55
1999-05-31,1332.07
1999-04-30,1334.76
1999-03-31,1281.66
1999-02-28,1246.58
1999-01-31,1248.77
1998-12-31,1190.05
1998-11-30,1144.43
1998-10-31,1032.47
1998-09-30,1020.64
1998-08-31,1074.62
1998-07-31,1156.58
1998-06-30,1108.39
1998-05-31,1108.42
1998-04-30,1112.2
1998-03-31,1076.83
1998-02-28,1023.74
1998-01-31,963.36
1997-12-31,962.37
1997-11-30,938.92
1997-10-31,951.16
1997-09-30,937.02
1997-08-31,927.24
1997-07-31,925.29
1997-06-30,876.29
1997-05-31,833.09
1997-04-30,763.93
1997-03-31,792.16
1997-02-28,798.39
1997-01-31,766.22
1996-12-31,743.25
1996-11-30,735.67
1996-10-31,701.46
1996-09-30,674.88
1996-08-31,662.68
1996-07-31,644.07
1996-06-30,668.5
1996-05-31,661.23
1996-04-30,647.17
1996-03-31,647.07
1996-02-29,649.54
1996-01-31,614.42
1995-12-31,614.57
1995-11-30,595.53
1995-10-31,582.92
1995-09-30,578.77
1995-08-31,559.11
1995-07-31,557.37
1995-06-30,539.35
1995-05-31,523.81
1995-04-30,507.91
1995-03-31,493.15
1995-02-28,481.92
1995-01-31,465.25
1994-12-31,455.19
1994-11-30,461.01
1994-10-31,463.81
1994-09-30,466.96
1994-08-31,464.24
1994-07-31,451.4
1994-06-30,454.83
1994-05-31,450.9
1994-04-30,447.23
1994-03-31,463.81
1994-02-28,471.58
1994-01-31,472.99
1993-12-31,465.95
1993-11-30,462.89
1993-10-31,463.9
1993-09-30,459.24
1993-08-31,454.13
1993-07-31,447.29
1993-06-30,448.06
1993-05-31,445.25
1993-04-30,443.08
1993-03-31,450.16
1993-02-28,441.7
1993-01-31,435.23
1992-12-31,435.64
1992-11-30,422.84
1992-10-31,412.5
1992-09-30,418.48
1992-08-31,417.93
1992-07-31,415.05
1992-06-30,408.27
1992-05-31,414.81
1992-04-30,407.41
1992-03-31,407.36
1992-02-29,412.56
1992-01-31,416.08
1991-12-31,388.51
1991-11-30,385.92
1991-10-31,386.88
1991-09-30,387.2
1991-08-31,389.4
1991-07-31,380.23
1991-06-30,378.29
1991-05-31,377.99
1991-04-30,379.68
1991-03-31,372.28
1991-02-28,362.26
1991-01-31,325.49
1990-12-31,328.75
1990-11-30,315.29
1990-10-31,307.12
1990-09-30,315.41
1990-08-31,330.75
1990-07-31,360.03
1990-06-30,360.39
1990-05-31,350.25
1990-04-30,338.18
1990-03-31,338.46
1990-02-28,330.45
1990-01-31,339.97
